time	V(n001)	V(n002)
2.465436595352114e-01	2.307407e+01	4.747590e+00
2.465619341150683e-01	2.307146e+01	4.747582e+00
2.465804780844371e-01	2.306881e+01	4.747573e+00
2.465994690089961e-01	2.306609e+01	4.747565e+00
2.466193795124156e-01	2.306323e+01	4.747556e+00
2.466430853010941e-01	2.305984e+01	4.747545e+00
2.466714647000237e-01	2.305577e+01	4.747532e+00
2.467087091252261e-01	2.305043e+01	4.747516e+00
2.467597595575284e-01	2.304312e+01	4.747493e+00
2.468392921204097e-01	2.303173e+01	4.747457e+00
2.469875938663527e-01	2.301052e+01	4.747390e+00
2.472841973582389e-01	2.296820e+01	4.747257e+00
2.478774043420113e-01	2.288388e+01	4.746990e+00
2.488539668420113e-01	2.274585e+01	4.746551e+00
2.498305293420113e-01	2.260876e+01	4.746113e+00
2.508070918420113e-01	2.247271e+01	4.745675e+00
2.517836543420113e-01	2.233769e+01	4.745238e+00
2.527602168420113e-01	2.220877e+01	4.744819e+00
2.532791421922341e-01	2.217268e+01	4.744701e+00
2.534632551596629e-01	2.221055e+01	4.744824e+00
2.535658403890740e-01	2.227712e+01	4.745041e+00
2.536694441655756e-01	2.237868e+01	4.745371e+00
2.537788496411587e-01	2.250180e+01	4.745769e+00
2.539976605923248e-01	2.274951e+01	4.746562e+00
2.541510252512748e-01	2.289870e+01	4.747036e+00
2.543328106058886e-01	2.302219e+01	4.747427e+00
2.545214251466254e-01	2.309074e+01	4.747642e+00
2.546365826453019e-01	2.310106e+01	4.747675e+00
2.547610491956508e-01	2.309176e+01	4.747645e+00
2.548646147388803e-01	2.307852e+01	4.747604e+00
2.549689126484049e-01	2.306373e+01	4.747558e+00
2.550691767932848e-01	2.304937e+01	4.747512e+00
2.552697050830445e-01	2.302068e+01	4.747422e+00
2.556707616625640e-01	2.296346e+01	4.747241e+00
2.564728748216030e-01	2.284955e+01	4.746881e+00
2.574494373216030e-01	2.271172e+01	4.746442e+00
2.584259998216030e-01	2.257489e+01	4.746004e+00
2.594025623216030e-01	2.243909e+01	4.745566e+00
2.603791248216030e-01	2.230433e+01	4.745130e+00
2.613556873216030e-01	2.217577e+01	4.744711e+00
2.616309237117592e-01	2.215785e+01	4.744652e+00
2.617513027802071e-01	2.217726e+01	4.744716e+00
2.618289949721593e-01	2.221710e+01	4.744846e+00
2.619187387857252e-01	2.229014e+01	4.745084e+00
2.620028196656120e-01	2.237656e+01	4.745364e+00
2.621709814253854e-01	2.256893e+01	4.745984e+00
2.623647301249225e-01	2.278253e+01	4.746667e+00
2.625474929908511e-01	2.294705e+01	4.747189e+00
2.627276596908719e-01	2.305421e+01	4.747527e+00
2.628704563448398e-01	2.309672e+01	4.747661e+00
2.629550429630846e-01	2.310239e+01	4.747679e+00
2.630475428157498e-01	2.309632e+01	4.747660e+00
2.631318872441397e-01	2.308635e+01	4.747628e+00
2.631922958422644e-01	2.307803e+01	4.747602e+00
2.632509626823578e-01	2.306968e+01	4.747576e+00
2.633288691016981e-01	2.305852e+01	4.747541e+00
2.634719105880885e-01	2.303804e+01	4.747477e+00
2.637579935608693e-01	2.299715e+01	4.747348e+00
2.643301595064310e-01	2.291569e+01	4.747090e+00
2.653067220064310e-01	2.277742e+01	4.746652e+00
2.662832845064310e-01	2.264009e+01	4.746213e+00
2.672598470064310e-01	2.250380e+01	4.745775e+00
2.682364095064310e-01	2.236855e+01	4.745338e+00
2.692129720064310e-01	2.223465e+01	4.744903e+00
2.698635230404428e-01	2.216366e+01	4.744671e+00
2.700634217374989e-01	2.219235e+01	4.744765e+00
2.702634264212542e-01	2.230756e+01	4.745140e+00
2.703568062555896e-01	2.239676e+01	4.745430e+00
2.704536520187329e-01	2.250856e+01	4.745790e+00
2.706473435450196e-01	2.272988e+01	4.746500e+00
2.708175930328139e-01	2.289701e+01	4.747031e+00
2.709987751831131e-01	2.302083e+01	4.747422e+00
2.711948147917260e-01	2.309100e+01	4.747643e+00
2.713111808814951e-01	2.310069e+01	4.747674e+00
2.714360622145967e-01	2.309071e+01	4.747642e+00
2.715381555865087e-01	2.307748e+01	4.747601e+00
2.716408052855894e-01	2.306290e+01	4.747555e+00
2.717474408612353e-01	2.304763e+01	4.747507e+00
2.719607120125270e-01	2.301712e+01	4.747411e+00
2.723872543151104e-01	2.295628e+01	4.747219e+00
2.732403389202773e-01	2.283520e+01	4.746835e+00
2.742169014202773e-01	2.269747e+01	4.746397e+00
2.751934639202773e-01	2.256074e+01	4.745958e+00
2.761700264202773e-01	2.242505e+01	4.745521e+00
2.771465889202773e-01	2.229042e+01	4.745084e+00
2.781231514202773e-01	2.216673e+01	4.744681e+00
2.783404854941141e-01	2.216882e+01	4.744688e+00
2.784848569805563e-01	2.221425e+01	4.744836e+00
2.785504318083721e-01	2.225903e+01	4.744983e+00
2.786331538100905e-01	2.233935e+01	4.745244e+00
2.787760197527236e-01	2.249904e+01	4.745759e+00
2.789457798500668e-01	2.269353e+01	4.746384e+00
2.791163640166715e-01	2.286719e+01	4.746936e+00
2.793016929523275e-01	2.300592e+01	4.747375e+00
2.794820053629481e-01	2.308214e+01	4.747615e+00
2.796222893840442e-01	2.310117e+01	4.747675e+00
2.797218160792425e-01	2.309653e+01	4.747661e+00
2.798186841095476e-01	2.308478e+01	4.747623e+00
2.799075861383585e-01	2.307238e+01	4.747585e+00
2.799914571786709e-01	2.306039e+01	4.747547e+00
2.801290004189320e-01	2.304070e+01	4.747485e+00
2.804040868994542e-01	2.300138e+01	4.747361e+00
2.809542598604985e-01	2.292303e+01	4.747114e+00
2.819308223604985e-01	2.278470e+01	4.746675e+00
2.829073848604985e-01	2.264732e+01	4.746236e+00
2.838839473604985e-01	2.251097e+01	4.745799e+00
2.848605098604985e-01	2.237566e+01	4.745361e+00
2.858370723604985e-01	2.224153e+01	4.744925e+00
2.865135320386943e-01	2.216786e+01	4.744685e+00
2.867315681610033e-01	2.220089e+01	4.744792e+00
2.869542436042055e-01	2.233393e+01	4.745226e+00
2.870555313209511e-01	2.243356e+01	4.745549e+00
2.871551138740635e-01	2.254999e+01	4.745924e+00
2.873342027323894e-01	2.275251e+01	4.746572e+00
2.875059879051216e-01	2.291604e+01	4.747091e+00
2.876842501956106e-01	2.302984e+01	4.747451e+00
2.878942346171130e-01	2.309460e+01	4.747654e+00
2.880103594607180e-01	2.309999e+01	4.747672e+00
2.881309839598483e-01	2.308795e+01	4.747633e+00
2.882306863249423e-01	2.307447e+01	4.747591e+00
2.883275539711231e-01	2.306065e+01	4.747548e+00
2.884591053004176e-01	2.304181e+01	4.747488e+00
2.887222079590065e-01	2.300419e+01	4.747370e+00
2.892484132761844e-01	2.292924e+01	4.747133e+00
2.902249757761844e-01	2.279088e+01	4.746695e+00
2.912015382761844e-01	2.265344e+01	4.746256e+00
2.921781007761844e-01	2.251705e+01	4.745818e+00
2.931546632761844e-01	2.238170e+01	4.745381e+00
2.941312257761844e-01	2.224742e+01	4.744945e+00
2.948314360146370e-01	2.216758e+01	4.744684e+00
2.950484709971875e-01	2.219599e+01	4.744777e+00
2.952796666865629e-01	2.232430e+01	4.745195e+00
2.953647840441171e-01	2.240527e+01	4.745457e+00
2.954669193443477e-01	2.252384e+01	4.745840e+00
2.956711899448089e-01	2.275349e+01	4.746574e+00
2.958589617721601e-01	2.292952e+01	4.747134e+00
2.960380503936661e-01	2.303853e+01	4.747478e+00
2.962475640561816e-01	2.309583e+01	4.747658e+00
2.963624746759278e-01	2.309852e+01	4.747667e+00
2.964789616162754e-01	2.308581e+01	4.747627e+00
2.965832119124819e-01	2.307146e+01	4.747582e+00
2.966793377296446e-01	2.305773e+01	4.747539e+00
2.968289045193448e-01	2.303630e+01	4.747471e+00
2.968662962167699e-01	2.303095e+01	4.747455e+00
2.968891819761289e-01	2.302767e+01	4.747444e+00
2.969115652128558e-01	2.302447e+01	4.747434e+00
2.969327846259536e-01	2.302143e+01	4.747425e+00
2.969542709030255e-01	2.301836e+01	4.747415e+00
2.969972434571692e-01	2.301221e+01	4.747396e+00
2.970831885654567e-01	2.299993e+01	4.747357e+00
2.972550787820318e-01	2.297540e+01	4.747280e+00
2.975988592151819e-01	2.292645e+01	4.747125e+00
2.982864200814820e-01	2.282898e+01	4.746816e+00
2.992629825814820e-01	2.269133e+01	4.746377e+00
3.002395450814820e-01	2.255465e+01	4.745939e+00
3.012161075814820e-01	2.241901e+01	4.745502e+00
3.021926700814820e-01	2.228427e+01	4.745065e+00
3.026496641967672e-01	2.222154e+01	4.744860e+00
3.029277235790707e-01	2.218352e+01	4.744736e+00
3.030885549851783e-01	2.216157e+01	4.744664e+00
3.031435583357669e-01	2.215409e+01	4.744640e+00
3.031712146649704e-01	2.215034e+01	4.744627e+00
3.031876171139332e-01	2.214815e+01	4.744620e+00
3.032026735842059e-01	2.214616e+01	4.744614e+00
3.032186258156376e-01	2.214412e+01	4.744607e+00
3.032339831292519e-01	2.214224e+01	4.744601e+00
3.032504758045639e-01	2.214040e+01	4.744595e+00
3.032682717708174e-01	2.213874e+01	4.744590e+00
3.032890424974033e-01	2.213753e+01	4.744586e+00
3.033168649484044e-01	2.213777e+01	4.744586e+00
3.033564441538693e-01	2.214243e+01	4.744602e+00
3.034006167508377e-01	2.215414e+01	4.744640e+00
3.034442898052671e-01	2.217379e+01	4.744704e+00
3.035045978897150e-01	2.221364e+01	4.744834e+00
3.035904736163881e-01	2.228984e+01	4.745083e+00
3.037304963825679e-01	2.244090e+01	4.745572e+00
3.038770326655563e-01	2.261182e+01	4.746122e+00
3.040327301261956e-01	2.278349e+01	4.746671e+00
3.042227100140984e-01	2.295226e+01	4.747206e+00
3.043995547154767e-01	2.305850e+01	4.747541e+00
3.045130424626168e-01	2.309497e+01	4.747656e+00
3.045814339993929e-01	2.310284e+01	4.747680e+00
3.046338566862097e-01	2.310252e+01	4.747679e+00
3.046897126516772e-01	2.309842e+01	4.747666e+00
3.047433009083530e-01	2.309258e+01	4.747648e+00
3.047626831077646e-01	2.309012e+01	4.747641e+00
3.047823028544520e-01	2.308747e+01	4.747632e+00
3.048023122783983e-01	2.308471e+01	4.747623e+00
3.048214640749562e-01	2.308204e+01	4.747615e+00
3.048420167400008e-01	2.307913e+01	4.747606e+00
3.048606339126828e-01	2.307649e+01	4.747598e+00
3.048791302539107e-01	2.307385e+01	4.747589e+00
3.048974158427090e-01	2.307124e+01	4.747581e+00
3.049159968216627e-01	2.306858e+01	4.747573e+00
3.049350766102817e-01	2.306585e+01	4.747564e+00
3.049551201474210e-01	2.306297e+01	4.747555e+00
3.049766085369511e-01	2.305989e+01	4.747545e+00
3.050002077041363e-01	2.305651e+01	4.747535e+00
3.050267829423771e-01	2.305270e+01	4.747523e+00
3.050575541012134e-01	2.304829e+01	4.747509e+00
3.050970053552189e-01	2.304264e+01	4.747491e+00
3.051560539560155e-01	2.303419e+01	4.747465e+00
3.052546711647092e-01	2.302008e+01	4.747420e+00
3.054519055820966e-01	2.299190e+01	4.747332e+00
3.058463744168715e-01	2.293571e+01	4.747154e+00
3.066353120864211e-01	2.282384e+01	4.746799e+00
3.076118745864211e-01	2.268620e+01	4.746361e+00
3.085884370864211e-01	2.254956e+01	4.745923e+00
3.095649995864211e-01	2.241396e+01	4.745485e+00
3.105415620864211e-01	2.227924e+01	4.745048e+00
3.109604531510382e-01	2.222175e+01	4.744861e+00
3.112201458522540e-01	2.218624e+01	4.744745e+00
3.113698850039207e-01	2.216580e+01	4.744678e+00
3.114305138292018e-01	2.215753e+01	4.744651e+00
3.114625566221330e-01	2.215317e+01	4.744637e+00
3.114802927735936e-01	2.215076e+01	4.744629e+00
3.114955260917497e-01	2.214870e+01	4.744622e+00
3.115102523946642e-01	2.214672e+01	4.744616e+00
3.115256524955451e-01	2.214466e+01	4.744609e+00
3.115405157411709e-01	2.214272e+01	4.744603e+00
3.115558114519087e-01	2.214079e+01	4.744596e+00
3.115715216427478e-01	2.213891e+01	4.744590e+00
3.115882282237771e-01	2.213712e+01	4.744584e+00
3.116067376114239e-01	2.213555e+01	4.744579e+00
3.116290000890392e-01	2.213463e+01	4.744576e+00
3.116609826412896e-01	2.213573e+01	4.744580e+00
3.116982724830210e-01	2.214136e+01	4.744598e+00
3.117412421534599e-01	2.215447e+01	4.744641e+00
3.117876545083866e-01	2.217734e+01	4.744716e+00
3.118524342398154e-01	2.222319e+01	4.744866e+00
3.119460350070551e-01	2.231082e+01	4.745151e+00
3.121068171059278e-01	2.248960e+01	4.745729e+00
3.122431981055638e-01	2.264919e+01	4.746242e+00
3.123939276334748e-01	2.281224e+01	4.746762e+00
3.125728640594326e-01	2.296904e+01	4.747259e+00
3.127043653925103e-01	2.304836e+01	4.747509e+00
3.128319225495755e-01	2.309169e+01	4.747645e+00
3.129064362669339e-01	2.310237e+01	4.747679e+00
3.129602918925731e-01	2.310278e+01	4.747680e+00
3.130160409966292e-01	2.309903e+01	4.747668e+00
3.130750421562019e-01	2.309275e+01	4.747649e+00
3.131007118819503e-01	2.308951e+01	4.747639e+00
3.131204857073596e-01	2.308683e+01	4.747630e+00
3.131419767530794e-01	2.308385e+01	4.747621e+00
3.131633974379399e-01	2.308084e+01	4.747611e+00
3.131846283973401e-01	2.307783e+01	4.747602e+00
3.132092898294207e-01	2.307432e+01	4.747591e+00
3.132367516531767e-01	2.307040e+01	4.747579e+00
3.132708638663146e-01	2.306551e+01	4.747563e+00
3.133138467608351e-01	2.305935e+01	4.747544e+00
3.133743473191698e-01	2.305068e+01	4.747517e+00
3.134692675870355e-01	2.303709e+01	4.747474e+00
3.136533990388506e-01	2.301076e+01	4.747391e+00
3.140216619424808e-01	2.295823e+01	4.747225e+00
3.147581877497412e-01	2.285365e+01	4.746894e+00
3.157347502497412e-01	2.271581e+01	4.746455e+00
3.176878752497412e-01	2.244312e+01	4.745580e+00
3.186644377497412e-01	2.230832e+01	4.745142e+00
3.196410002497412e-01	2.217585e+01	4.744711e+00
3.199160748860960e-01	2.214775e+01	4.744619e+00
3.200346469911278e-01	2.215779e+01	4.744652e+00
3.201490654763197e-01	2.220251e+01	4.744798e+00
3.202060364943708e-01	2.224253e+01	4.744929e+00
3.202842633941367e-01	2.231802e+01	4.745174e+00
3.204407171936685e-01	2.249286e+01	4.745739e+00
3.205744533682979e-01	2.264776e+01	4.746237e+00
3.207562995603720e-01	2.284019e+01	4.746850e+00
3.209346879099262e-01	2.298698e+01	4.747315e+00
3.210886693734444e-01	2.306922e+01	4.747575e+00
3.211903612095765e-01	2.309693e+01	4.747662e+00
3.212640570964666e-01	2.310328e+01	4.747682e+00
3.213153358192254e-01	2.310195e+01	4.747677e+00
3.213810821658555e-01	2.309620e+01	4.747660e+00
3.214174401907836e-01	2.309196e+01	4.747646e+00
3.214493452801254e-01	2.308772e+01	4.747633e+00
3.214811705557338e-01	2.308333e+01	4.747619e+00
3.215107898446349e-01	2.307916e+01	4.747606e+00
3.215457941904755e-01	2.307418e+01	4.747591e+00
3.215882228854567e-01	2.306811e+01	4.747571e+00
3.216457423699675e-01	2.305987e+01	4.747545e+00
3.217306763338050e-01	2.304770e+01	4.747507e+00
3.218813658503294e-01	2.302614e+01	4.747439e+00
3.221827448833781e-01	2.298310e+01	4.747303e+00
3.227855029494756e-01	2.289736e+01	4.747032e+00
3.237620654494756e-01	2.275922e+01	4.746593e+00
3.247386279494756e-01	2.262202e+01	4.746155e+00
3.257151904494756e-01	2.248587e+01	4.745718e+00
3.266917529494756e-01	2.235075e+01	4.745280e+00
3.276683154494756e-01	2.221650e+01	4.744843e+00
3.280192466315031e-01	2.216874e+01	4.744688e+00
3.282135888481571e-01	2.214356e+01	4.744605e+00
3.282778503614738e-01	2.213723e+01	4.744585e+00
3.283136283595005e-01	2.213639e+01	4.744582e+00
3.283490521226937e-01	2.213956e+01	4.744592e+00
3.283874511188371e-01	2.214843e+01	4.744621e+00
3.284317965789495e-01	2.216626e+01	4.744679e+00
3.284865355667798e-01	2.219930e+01	4.744788e+00
3.285646097269795e-01	2.226405e+01	4.744999e+00
3.286854297498967e-01	2.238936e+01	4.745405e+00
3.288520376771674e-01	2.258172e+01	4.746025e+00
3.290162794213313e-01	2.276617e+01	4.746615e+00
3.291882998470127e-01	2.292626e+01	4.747124e+00
3.293711012406766e-01	2.304492e+01	4.747499e+00
3.294977019534064e-01	2.309123e+01	4.747644e+00
3.295747743094140e-01	2.310223e+01	4.747678e+00
3.296280875852559e-01	2.310258e+01	4.747680e+00
3.296850159040087e-01	2.309867e+01	4.747667e+00
3.297436315797156e-01	2.309237e+01	4.747647e+00
3.297701669945004e-01	2.308900e+01	4.747637e+00
3.297903554896103e-01	2.308626e+01	4.747628e+00
3.298135466148159e-01	2.308303e+01	4.747618e+00
3.298366599275045e-01	2.307978e+01	4.747608e+00
3.298603230811035e-01	2.307642e+01	4.747597e+00
3.298882813974147e-01	2.307243e+01	4.747585e+00
3.299207801867339e-01	2.306778e+01	4.747570e+00
3.299626322831024e-01	2.306179e+01	4.747551e+00
3.300190284428178e-01	2.305371e+01	4.747526e+00
3.301056728659535e-01	2.304130e+01	4.747487e+00
3.302644581262836e-01	2.301858e+01	4.747416e+00
3.305820286469437e-01	2.297325e+01	4.747272e+00
3.312171696882641e-01	2.288296e+01	4.746987e+00
3.321937321882641e-01	2.274492e+01	4.746548e+00
3.331702946882641e-01	2.260783e+01	4.746110e+00
3.341468571882641e-01	2.247179e+01	4.745672e+00
3.351234196882641e-01	2.233678e+01	4.745235e+00
3.360999821882641e-01	2.220284e+01	4.744799e+00
3.365173984026966e-01	2.214984e+01	4.744626e+00
3.366465962445415e-01	2.214243e+01	4.744602e+00
3.367100038878831e-01	2.215008e+01	4.744627e+00
3.367657487279836e-01	2.216997e+01	4.744692e+00
3.368235419513255e-01	2.220389e+01	4.744802e+00
3.368911439971128e-01	2.225948e+01	4.744984e+00
3.370182416242119e-01	2.239066e+01	4.745409e+00
3.371828312520316e-01	2.257992e+01	4.746019e+00
3.373414850817879e-01	2.275868e+01	4.746592e+00
3.375115171143696e-01	2.291884e+01	4.747100e+00
3.376944162630468e-01	2.304052e+01	4.747484e+00
3.378240307080185e-01	2.308887e+01	4.747636e+00
3.379218114507530e-01	2.310225e+01	4.747678e+00
3.379833377089881e-01	2.310170e+01	4.747676e+00
3.380484376292981e-01	2.309603e+01	4.747659e+00
3.381041064672224e-01	2.308931e+01	4.747638e+00
3.381499549874623e-01	2.308309e+01	4.747618e+00
3.381953943600474e-01	2.307668e+01	4.747598e+00
3.382464196973923e-01	2.306940e+01	4.747575e+00
3.383188473059226e-01	2.305903e+01	4.747543e+00
3.384359244651414e-01	2.304226e+01	4.747490e+00
3.386700787835789e-01	2.300878e+01	4.747385e+00
3.391383874204539e-01	2.294204e+01	4.747174e+00
3.400750046942039e-01	2.280924e+01	4.746753e+00
3.410515671942039e-01	2.267168e+01	4.746314e+00
3.420281296942039e-01	2.253515e+01	4.745876e+00
3.430046921942039e-01	2.239966e+01	4.745439e+00
3.439812546942039e-01	2.226509e+01	4.745002e+00
3.445779828686322e-01	2.218364e+01	4.744737e+00
3.448740405215845e-01	2.214720e+01	4.744617e+00
3.449850127023794e-01	2.214241e+01	4.744602e+00
3.450497643445542e-01	2.215147e+01	4.744631e+00
3.451027321529493e-01	2.217122e+01	4.744696e+00
3.451577234066436e-01	2.220431e+01	4.744804e+00
3.452297628748939e-01	2.226436e+01	4.745000e+00
3.453579741380426e-01	2.239754e+01	4.745432e+00
3.455193563997479e-01	2.258364e+01	4.746032e+00
3.456774001494715e-01	2.276143e+01	4.746600e+00
3.458487990108772e-01	2.292196e+01	4.747110e+00
3.460318395842648e-01	2.304253e+01	4.747491e+00
3.461600590459247e-01	2.309059e+01	4.747642e+00
3.462391386408659e-01	2.310239e+01	4.747679e+00
3.462928331428508e-01	2.310293e+01	4.747681e+00
3.463504022576767e-01	2.309907e+01	4.747668e+00
3.464086620044406e-01	2.309284e+01	4.747649e+00
3.464369570852578e-01	2.308925e+01	4.747638e+00
3.464588213214278e-01	2.308628e+01	4.747628e+00
3.464810797019713e-01	2.308319e+01	4.747619e+00
3.465059527433123e-01	2.307968e+01	4.747608e+00
3.465321275916589e-01	2.307596e+01	4.747596e+00
3.465634047190925e-01	2.307150e+01	4.747582e+00
3.466007776903349e-01	2.306615e+01	4.747565e+00
3.466505322146094e-01	2.305902e+01	4.747543e+00
3.467216923802119e-01	2.304882e+01	4.747510e+00
3.468409792049546e-01	2.303175e+01	4.747457e+00
3.470795528544401e-01	2.299765e+01	4.747350e+00
3.475567001534111e-01	2.292970e+01	4.747135e+00
3.485109947513530e-01	2.279449e+01	4.746706e+00
3.494875572513530e-01	2.265703e+01	4.746267e+00
3.504641197513530e-01	2.252061e+01	4.745830e+00
3.514406822513530e-01	2.238523e+01	4.745392e+00
3.524172447513530e-01	2.225082e+01	4.744956e+00
3.531139108473131e-01	2.215838e+01	4.744654e+00
3.532875923831835e-01	2.214539e+01	4.744611e+00
3.533837788595334e-01	2.215576e+01	4.744645e+00
3.534524182984936e-01	2.218246e+01	4.744733e+00
3.535199377460622e-01	2.222703e+01	4.744878e+00
3.535897129372664e-01	2.228975e+01	4.745082e+00
3.537292633196748e-01	2.244097e+01	4.745572e+00
3.538761316486401e-01	2.261183e+01	4.746122e+00
3.540321100893913e-01	2.278352e+01	4.746670e+00
3.542230169431824e-01	2.295303e+01	4.747208e+00
3.543984639161728e-01	2.305577e+01	4.747532e+00
3.545425995994534e-01	2.309585e+01	4.747658e+00
3.546484740787113e-01	2.310090e+01	4.747674e+00
3.547390531273933e-01	2.309371e+01	4.747652e+00
3.548273002125100e-01	2.308249e+01	4.747616e+00
3.548993043161358e-01	2.307238e+01	4.747585e+00
3.549703067520487e-01	2.306223e+01	4.747553e+00
3.550869764452718e-01	2.304552e+01	4.747500e+00
3.553203158317180e-01	2.301215e+01	4.747395e+00
3.557869946046103e-01	2.294563e+01	4.747185e+00
3.567203521503949e-01	2.281326e+01	4.746766e+00
3.576969146503949e-01	2.267567e+01	4.746327e+00
3.586734771503949e-01	2.253911e+01	4.745889e+00
3.596500396503949e-01	2.240359e+01	4.745451e+00
3.606266021503949e-01	2.226904e+01	4.745015e+00
3.613925420383859e-01	2.216445e+01	4.744674e+00
3.615538067158727e-01	2.214488e+01	4.744610e+00
3.616420666688260e-01	2.213995e+01	4.744594e+00
3.616940835890535e-01	2.214465e+01	4.744609e+00
3.617428096545344e-01	2.215863e+01	4.744655e+00
3.617942385305342e-01	2.218395e+01	4.744738e+00
3.618539713716275e-01	2.222664e+01	4.744877e+00
3.619521982465765e-01	2.231938e+01	4.745179e+00
3.621163922273929e-01	2.250218e+01	4.745770e+00
3.622522519975833e-01	2.266064e+01	4.746279e+00
3.624028331865942e-01	2.282187e+01	4.746792e+00
3.625815112079093e-01	2.297568e+01	4.747280e+00
3.627118661966106e-01	2.305231e+01	4.747521e+00
3.628358420980077e-01	2.309285e+01	4.747649e+00
3.629095779268061e-01	2.310278e+01	4.747680e+00
3.629630308133298e-01	2.310291e+01	4.747680e+00
3.630199529934717e-01	2.309890e+01	4.747668e+00
3.630786908621746e-01	2.309253e+01	4.747648e+00
3.631043141515894e-01	2.308926e+01	4.747638e+00
3.631239977296707e-01	2.308658e+01	4.747629e+00
3.631473121455602e-01	2.308334e+01	4.747619e+00
3.631697977951371e-01	2.308017e+01	4.747609e+00
3.631926224645251e-01	2.307693e+01	4.747599e+00
3.632195106464114e-01	2.307310e+01	4.747587e+00
3.632504787135755e-01	2.306867e+01	4.747573e+00
3.632899579603969e-01	2.306301e+01	4.747555e+00
3.633421677315039e-01	2.305553e+01	4.747532e+00
3.634203406501243e-01	2.304433e+01	4.747497e+00
3.635571345381318e-01	2.302476e+01	4.747435e+00
3.638307223141467e-01	2.298568e+01	4.747312e+00
3.643778978661766e-01	2.290782e+01	4.747066e+00
3.653544603661766e-01	2.276962e+01	4.746627e+00
3.663310228661766e-01	2.263235e+01	4.746188e+00
3.673075853661766e-01	2.249612e+01	4.745750e+00
3.682841478661766e-01	2.236092e+01	4.745314e+00
3.692607103661766e-01	2.222667e+01	4.744877e+00
3.698035410284243e-01	2.217206e+01	4.744699e+00
3.700664027286566e-01	2.221518e+01	4.744839e+00
3.703243574522828e-01	2.236906e+01	4.745340e+00
3.703951687815031e-01	2.243934e+01	4.745568e+00
3.705178577172019e-01	2.258402e+01	4.746033e+00
3.706962063275126e-01	2.278434e+01	4.746673e+00
3.708364659211298e-01	2.291659e+01	4.747093e+00
3.710062266072873e-01	2.303175e+01	4.747457e+00
3.711406793493715e-01	2.308571e+01	4.747626e+00
3.712433638048945e-01	2.310251e+01	4.747679e+00
3.713072647825430e-01	2.310291e+01	4.747680e+00
3.713757194029762e-01	2.309737e+01	4.747663e+00
3.714396602635561e-01	2.308978e+01	4.747639e+00
3.714866345414807e-01	2.308341e+01	4.747619e+00
3.715330601593319e-01	2.307686e+01	4.747599e+00
3.715852815122185e-01	2.306941e+01	4.747575e+00
3.716613937747592e-01	2.305851e+01	4.747541e+00
3.717872503042286e-01	2.304048e+01	4.747484e+00
3.720389633631676e-01	2.300450e+01	4.747371e+00
3.725423894810454e-01	2.293278e+01	4.747145e+00
3.735189519810454e-01	2.279440e+01	4.746706e+00
3.744955144810454e-01	2.265694e+01	4.746267e+00
3.754720769810454e-01	2.252052e+01	4.745829e+00
3.764486394810454e-01	2.238514e+01	4.745392e+00
3.774252019810454e-01	2.225061e+01	4.744955e+00
3.777267079504208e-01	2.220928e+01	4.744821e+00
3.779658123395496e-01	2.217661e+01	4.744714e+00
3.780918264931040e-01	2.215943e+01	4.744658e+00
3.781708629042622e-01	2.214873e+01	4.744622e+00
3.781994014695955e-01	2.214493e+01	4.744610e+00
3.782197494909658e-01	2.214231e+01	4.744601e+00
3.782363802053600e-01	2.214030e+01	4.744595e+00
3.782537015761804e-01	2.213841e+01	4.744588e+00
3.782719548605838e-01	2.213682e+01	4.744583e+00
3.782937746643203e-01	2.213580e+01	4.744580e+00
3.783242338143902e-01	2.213658e+01	4.744583e+00
3.783619439440419e-01	2.214183e+01	4.744600e+00
3.784050301870899e-01	2.215434e+01	4.744641e+00
3.784504512262752e-01	2.217597e+01	4.744711e+00
3.785134446614616e-01	2.221942e+01	4.744853e+00
3.786040370731883e-01	2.230255e+01	4.745124e+00
3.787559417001358e-01	2.246961e+01	4.745665e+00
3.788960764256199e-01	2.263353e+01	4.746192e+00
3.790490530132589e-01	2.280075e+01	4.746726e+00
3.792274807181408e-01	2.296065e+01	4.747232e+00
3.793582735622554e-01	2.304227e+01	4.747490e+00
3.794924369883222e-01	2.309050e+01	4.747642e+00
3.795657833716043e-01	2.310214e+01	4.747678e+00
3.796205605971902e-01	2.310311e+01	4.747681e+00
3.796731387831592e-01	2.309998e+01	4.747671e+00
3.797336310726288e-01	2.309384e+01	4.747652e+00
3.797560358597262e-01	2.309109e+01	4.747643e+00
3.797758632387988e-01	2.308844e+01	4.747635e+00
3.797960009214807e-01	2.308568e+01	4.747626e+00
3.798154182551012e-01	2.308297e+01	4.747618e+00
3.798341821790213e-01	2.308033e+01	4.747610e+00
3.798539562337970e-01	2.307753e+01	4.747601e+00
3.798723518038238e-01	2.307491e+01	4.747592e+00
3.798907449423862e-01	2.307228e+01	4.747584e+00
3.799091404523094e-01	2.306965e+01	4.747576e+00
3.799280188978672e-01	2.306695e+01	4.747568e+00
3.799476515124482e-01	2.306413e+01	4.747559e+00
3.799685549750514e-01	2.306114e+01	4.747550e+00
3.799912993053238e-01	2.305788e+01	4.747539e+00
3.800166789034725e-01	2.305424e+01	4.747528e+00
3.800457619872123e-01	2.305007e+01	4.747515e+00
3.800801026967624e-01	2.304515e+01	4.747499e+00
3.801251356403578e-01	2.303870e+01	4.747479e+00
3.801962727630363e-01	2.302852e+01	4.747447e+00
